order_id,line_no,order_date,customer_id,product_id,quantity,unit_price,discount_pct,payment_method,order_status,delivery_days,rating,sales_channel,customer_name,signup_date,age,gender,city,state,segment,acquisition_channel,category,subcategory,product_name,cost_price,list_price,supplier,launch_date,gross_revenue,discount_amount,net_revenue,total_cost,profit,profit_margin,year,month,quarter,month_year,delivery_bucket,discount_band
O005483,1,2025-05-26,C00674,P0026,1,13917.76,0.0,UPI,Delivered,6.0,3.0,Web,Naveen Patel,2025-08-11,23.0,Female,Jaipur,Rajasthan,Corporate,Direct,Home & Kitchen,Cookware,Cookware Product 2,10525.75,14035.1,BluePeak Traders,2022-03-19,13917.76,0.0,13917.76,10525.75,3392.01,24.371809831467132,2025,5,2,2025-05,normal,No Discount
O004344,1,2026-08-30,C00148,P0053,1,7324.82,0.1,UPI,Delivered,8.0,1.0,App,Aditya Joshi,2023-03-04,43.0,Other,Vijayawada,Andhra Pradesh,Consumer,Marketplace,Fashion,Men,Men Product 5,6197.94,7432.94,Galaxy Imports,2023-02-22,7324.82,732.482,6592.338,6197.94,394.39800000000014,5.982672611750188,2026,8,3,2026-08,slow,1-10%
O001218,1,2025-09-05,C01770,P0072,2,12713.36,0.0,Credit Card,Delivered,6.0,3.0,Web,Aditya Mehta,2023-11-25,42.0,Other,Chennai,Tamil Nadu,Consumer,Referral,Fashion,Bags,Bags Product 6,8770.94,12244.04,Aster Supply,2025-03-15,25426.72,0.0,25426.72,17541.88,7884.84,31.01005556359609,2025,9,3,2025-09,normal,No Discount
O005546,2,2026-01-21,C01504,P0120,2,13218.66,0.3,Wallet,Returned,4.0,4.0,App,Harsha Verma,2023-11-20,30.0,Female,Chennai,Tamil Nadu,Consumer,Email,Sports,Equipment,Equipment Product 6,8103.26,12901.28,Horizon Partners,2025-09-17,26437.32,7931.196,18506.124,16206.52,2299.6039999999994,12.426178490968717,2026,1,1,2026-01,normal,21-30%
O003577,1,2025-07-07,C00367,P0134,4,18749.53,0.15,Credit Card,Delivered,3.0,3.0,Web,Vivaan Rao,2026-05-20,28.0,Male,Bengaluru,Karnataka,Consumer,Direct,Books,Fiction,Fiction Product 2,14001.37,18348.12,BluePeak Traders,2024-07-18,74998.12,11249.717999999999,63748.401999999995,56005.48,7742.921999999991,12.146064461349152,2025,7,3,2025-07,fast,11-20%
O003692,1,2026-06-25,C00596,P0062,2,18863.26,0.1,UPI,Cancelled,4.273105273105273,3.3331993165142224,App,Divya Nair,2025-01-03,65.0,Other,Kolkata,West Bengal,Consumer,Organic Search,Fashion,Footwear,Footwear Product 2,14520.28,18564.73,BluePeak Traders,2025-01-17,37726.52,3772.652,33953.867999999995,29040.56,4913.307999999994,14.47053985130647,2026,6,2,2026-06,normal,1-10%
O003969,2,2025-07-16,C00426,P0070,1,4356.25,0.0,Cash on Delivery,Delivered,6.0,2.0,App,Neha Das,2024-06-13,36.0,Other,Chennai,Tamil Nadu,Corporate,Paid Social,Fashion,Bags,Bags Product 4,3283.71,4212.93,Horizon Partners,2023-12-18,4356.25,0.0,4356.25,3283.71,1072.54,24.620717360114778,2025,7,3,2025-07,normal,No Discount
O002439,2,2026-05-28,C00135,P0099,2,19698.72,0.1,Wallet,Delivered,7.0,1.0,Marketplace,Ishita Reddy,2026-04-20,18.0,Female,Chennai,Tamil Nadu,Consumer,Paid Social,Sports,Fitness,Fitness Product 3,13726.62,20023.01,Horizon Partners,2025-11-05,39397.44,3939.7440000000006,35457.696,27453.24,8004.456000000002,22.574664749790852,2026,5,2,2026-05,slow,1-10%
O001594,1,2025-05-17,C01167,P0045,2,27468.86,0.15,Debit Card,Returned,6.0,3.0,Web,Sandeep Joshi,2025-07-19,43.33299232736573,Male,Jaipur,Rajasthan,Small Business,Email,Home & Kitchen,Home Decor,Home Decor Product 3,17365.89,28376.97,Evergreen Distributors,2023-10-12,54937.72,8240.658,46697.062000000005,34731.78,11965.282000000007,25.623200877177254,2025,5,2,2025-05,normal,11-20%
O000416,1,2025-06-13,C00795,P0124,2,14354.2,0.1,Credit Card,Delivered,4.0,3.0,App,Arjun Kumar,2025-08-18,68.0,Female,Hyderabad,Telangana,Consumer,Direct,Books,Technology,Technology Product 4,8261.54,13877.88,BluePeak Traders,2023-09-10,28708.4,2870.84,25837.56,16523.08,9314.48,36.0501533426531,2025,6,2,2025-06,normal,1-10%
O001782,1,2026-02-01,C01685,P0088,1,24794.7,0.3,Credit Card,Delivered,3.0,4.0,App,Nisha Singh,2024-10-17,48.0,Other,Kochi,Kerala,Small Business,Paid Social,Beauty,Makeup,Makeup Product 4,16961.14,25534.91,Evergreen Distributors,2023-06-19,24794.7,7438.41,17356.29,16961.14,395.15000000000146,2.276696229436138,2026,2,1,2026-02,fast,21-30%
O001115,2,2025-07-07,C00559,P0101,1,8436.49,0.0,Credit Card,Delivered,3.0,4.0,Web,Ishita Rao,2023-11-28,43.0,Male,Kochi,Kerala,Consumer,Referral,Sports,Fitness,Fitness Product 5,6365.72,8275.65,Fusion Retail Supply,2026-02-24,8436.49,0.0,8436.49,6365.72,2070.7699999999995,24.54539743424101,2025,7,3,2025-07,fast,No Discount
O002977,2,2026-07-17,C00025,P0036,1,19307.26,0.1,Cash on Delivery,Delivered,7.0,2.0,Marketplace,Rahul Gupta,2024-01-28,39.0,Male,Visakhapatnam,Andhra Pradesh,Consumer,Paid Social,Home & Kitchen,Appliances,Appliances Product 6,12565.89,18578.93,Aster Supply,2025-02-23,19307.26,1930.7259999999999,17376.534,12565.89,4810.644,27.684715490442457,2026,7,3,2026-07,slow,1-10%
O003637,2,2025-06-23,C01394,P0048,3,1007.8,0.3,Credit Card,Delivered,3.0,4.0,App,Harsha Joshi,2024-02-23,28.0,Male,Vijayawada,Andhra Pradesh,Consumer,Referral,Home & Kitchen,Home Decor,Home Decor Product 6,574.08,982.58,Aster Supply,2022-01-13,3023.3999999999996,907.0199999999999,2116.3799999999997,1722.2400000000002,394.1399999999994,18.623309613585437,2025,6,2,2025-06,fast,21-30%
O003876,1,2025-07-09,C00106,P0027,1,19200.71,0.0,Cash on Delivery,Delivered,6.0,3.0,Marketplace,Kavya Gupta,2023-11-01,55.0,Male,Kochi,Kerala,Consumer,Email,Home & Kitchen,Cookware,Cookware Product 3,15113.5,19644.62,BluePeak Traders,2023-09-22,19200.71,0.0,19200.71,15113.5,4087.209999999999,21.28676491650569,2025,7,3,2025-07,normal,No Discount
O003589,4,2025-09-27,C00052,P0121,1,22320.7,0.1,Cash on Delivery,Delivered,7.0,3.0,App,Lakshmi Singh,2026-05-27,36.0,Male,Pune,Maharashtra,Consumer,Direct,Books,Technology,Technology Product 1,16791.36,21708.41,Delta Wholesale,2025-06-29,22320.7,2232.07,20088.63,16791.36,3297.2700000000004,16.41361307366406,2025,9,3,2025-09,slow,1-10%
O001892,1,2025-07-02,C00545,P0022,1,5307.13,0.0,Cash on Delivery,Delivered,5.0,2.0,App,Divya Verma,2023-06-10,40.0,Male,Kochi,Kerala,Consumer,Email,Electronics,Accessories,Accessories Product 4,4128.82,5328.95,BluePeak Traders,2025-07-10,5307.13,0.0,5307.13,4128.82,1178.3100000000004,22.20239564510386,2025,7,3,2025-07,normal,No Discount
O003397,1,2025-04-25,C01057,P0022,1,5475.92,0.1,Cash on Delivery,Returned,4.0,3.0,App,Harsha Rao,2024-08-24,62.0,Other,Vijayawada,Andhra Pradesh,Consumer,Email,Electronics,Accessories,Accessories Product 4,4128.82,5328.95,BluePeak Traders,2025-07-10,5475.92,547.592,4928.328,4128.82,799.5080000000007,16.222702709722256,2025,4,2,2025-04,normal,1-10%
O001445,2,2025-05-12,C00677,P0069,1,11954.04,0.05,Cash on Delivery,Delivered,4.273105273105273,3.3331993165142224,Web,Meera Mehta,2024-08-01,40.0,Other,Bengaluru,Karnataka,Consumer,Organic Search,Fashion,Bags,Bags Product 3,7343.97,11621.94,Horizon Partners,2025-09-24,11954.04,597.7020000000001,11356.338000000002,7343.97,4012.3680000000013,35.33153028731621,2025,5,2,2025-05,normal,1-10%
O004776,1,2026-03-26,C01027,P0034,1,8381.57,0.25,Credit Card,Delivered,8.0,2.0,Marketplace,Divya Rao,2023-04-21,39.0,Other,Visakhapatnam,Andhra Pradesh,Consumer,Paid Social,Home & Kitchen,Appliances,Appliances Product 4,5188.6,8399.11,Aster Supply,2022-06-28,8381.57,2095.3925,6286.1775,5188.6,1097.5774999999994,17.46017353153008,2026,3,1,2026-03,slow,21-30%
O002387,1,2025-04-26,C01926,P0021,1,22447.54,0.0,Cash on Delivery,Cancelled,4.273105273105273,3.3331993165142224,App,Diya Rao,2023-04-28,61.0,Female,Hyderabad,Telangana,Small Business,Paid Social,Electronics,Accessories,Accessories Product 3,13637.06,22100.38,Evergreen Distributors,2023-08-12,22447.54,0.0,22447.54,13637.06,8810.480000000001,39.2492005805536,2025,4,2,2025-04,normal,No Discount
O004845,1,2025-08-15,C00540,P0043,3,16219.15,0.05,UPI,Delivered,6.0,3.0,Marketplace,Divya Nair,2025-07-28,67.0,Other,Ahmedabad,Gujarat,Small Business,Marketplace,Home & Kitchen,Home Decor,Home Decor Product 1,9242.53,16085.68,Evergreen Distributors,2025-10-02,48657.45,2432.8725,46224.5775,27727.590000000004,18496.987499999996,40.015482023605294,2025,8,3,2025-08,normal,1-10%
O005902,1,2026-04-15,C00373,P0051,3,4099.71,0.0,Cash on Delivery,Returned,3.0,4.0,Marketplace,Sai Reddy,2025-07-02,31.0,Other,Delhi,Delhi,Consumer,Paid Social,Fashion,Men,Men Product 3,2464.57,4140.73,Fusion Retail Supply,2022-08-26,12299.130000000001,0.0,12299.130000000001,7393.710000000001,4905.42,39.884284498171816,2026,4,2,2026-04,fast,No Discount
O001455,2,2026-06-02,C00856,P0079,1,7737.9,0.25,UPI,Delivered,4.0,3.0,Marketplace,Divya Das,2026-05-26,33.0,Other,Delhi,Delhi,Corporate,Organic Search,Beauty,Hair Care,Hair Care Product 1,5945.71,7600.7,Delta Wholesale,2025-03-26,7737.9,1934.475,5803.424999999999,5945.71,-142.28500000000076,-2.4517418593330795,2026,6,2,2026-06,normal,21-30%
O000739,1,2025-08-13,C01019,P0010,3,22609.01,0.15,Credit Card,Delivered,4.0,4.0,Web,Lakshmi Mehta,2024-07-24,42.0,Male,Hyderabad,Telangana,Consumer,Paid Social,Electronics,Laptops,Laptops Product 4,14236.89,23537.51,Delta Wholesale,2023-04-01,67827.03,10174.0545,57652.9755,42710.67,14942.305500000002,25.917665775984105,2025,8,3,2025-08,normal,11-20%
O003156,1,2026-05-22,C00759,P0079,1,7696.91,0.25,Wallet,Delivered,6.0,2.0,App,Kavya Mehta,2024-08-21,63.0,Male,Ahmedabad,Gujarat,Corporate,Direct,Beauty,Hair Care,Hair Care Product 1,5945.71,7600.7,Delta Wholesale,2025-03-26,7696.91,1924.2275,5772.6825,5945.71,-173.02750000000015,-2.9973500188170776,2026,5,2,2026-05,normal,21-30%
O002613,1,2025-09-14,C00077,P0141,2,13184.62,0.25,Debit Card,Delivered,3.0,4.0,App,Divya Iyer,2026-06-03,46.0,Male,Pune,Maharashtra,Consumer,Referral,Books,Education,Education Product 3,8042.89,12798.51,Galaxy Imports,2022-06-24,26369.24,6592.31,19776.93,16085.78,3691.1499999999996,18.663918009519172,2025,9,3,2025-09,fast,21-30%
O004869,2,2025-07-31,C00870,P0053,1,7280.75,0.3,Cash on Delivery,Delivered,1.0,4.0,App,Aarav Naidu,2023-07-02,33.0,Female,Chennai,Tamil Nadu,Consumer,Marketplace,Fashion,Men,Men Product 5,6197.94,7432.94,Galaxy Imports,2023-02-22,7280.75,2184.225,5096.525,6197.94,-1101.415,-21.611097757785945,2025,7,3,2025-07,fast,21-30%
O002566,2,2026-03-12,C01924,P0002,1,10872.41,0.1,UPI,Delivered,6.0,3.0,Marketplace,Neha Sharma,2024-04-07,51.0,Male,Kochi,Kerala,Consumer,Direct,Electronics,Smartphones,Smartphones Product 2,6712.01,10581.05,Fusion Retail Supply,2022-03-03,10872.41,1087.241,9785.169,6712.01,3073.1589999999997,31.406294566808196,2026,3,1,2026-03,normal,1-10%
O004750,3,2025-01-23,C00035,P0130,1,17348.64,0.2,UPI,Returned,4.0,4.0,App,Harsha Das,2024-09-11,28.0,Other,Pune,Maharashtra,Consumer,Direct,Books,Business,Business Product 4,12647.19,17567.38,Galaxy Imports,2023-12-18,17348.64,3469.728,13878.912,12647.19,1231.7219999999998,8.874773469274823,2025,1,1,2025-01,normal,11-20%
O000777,1,2025-04-16,C00761,P0009,1,14541.98,0.0,Credit Card,Delivered,6.0,2.0,Web,Sai Naidu,2025-10-13,28.0,Female,Bengaluru,Karnataka,Consumer,Direct,Electronics,Laptops,Laptops Product 3,11455.01,14385.96,Evergreen Distributors,2024-12-26,14541.98,0.0,14541.98,11455.01,3086.9699999999993,21.227989586012356,2025,4,2,2025-04,normal,No Discount
O003626,1,2025-09-05,C00421,P0123,1,9397.54,0.1,Credit Card,Delivered,7.0,2.0,Marketplace,Divya Sharma,2024-09-03,53.0,Male,Delhi,Delhi,Consumer,Referral,Books,Technology,Technology Product 3,6151.16,9138.19,Crestline,2025-09-14,9397.54,939.7540000000001,8457.786,6151.16,2306.626,27.272219940301163,2025,9,3,2025-09,slow,1-10%
O000016,1,2025-05-01,C00530,P0012,1,7933.06,0.05,UPI,Cancelled,4.273105273105273,3.3331993165142224,Marketplace,Harsha Joshi,2026-02-01,50.0,Other,Mumbai,Maharashtra,Corporate,Paid Social,Electronics,Laptops,Laptops Product 6,6202.53,7900.29,Fusion Retail Supply,2022-06-13,7933.06,396.653,7536.407,6202.53,1333.8770000000004,17.699110464708188,2025,5,2,2025-05,normal,1-10%
O004500,2,2025-05-02,C01886,P0026,1,13515.23,0.0,Credit Card,Delivered,3.0,4.0,Web,Ananya Verma,2023-09-04,43.33299232736573,Other,Hyderabad,Telangana,Small Business,Paid Social,Home & Kitchen,Cookware,Cookware Product 2,10525.75,14035.1,BluePeak Traders,2022-03-19,13515.23,0.0,13515.23,10525.75,2989.4799999999996,22.119342401128208,2025,5,2,2025-05,fast,No Discount
O005974,1,2025-02-28,C01318,P0109,2,15180.48,0.1,UPI,Delivered,2.0,5.0,Marketplace,Diya Naidu,2026-02-03,63.0,Other,Ahmedabad,Gujarat,Consumer,Referral,Sports,Sportswear,Sportswear Product 1,11992.47,14783.25,Horizon Partners,2023-02-12,30360.96,3036.096,27324.863999999998,23984.94,3339.923999999999,12.223021494269831,2025,2,1,2025-02,fast,1-10%
O003437,2,2026-06-24,C01156,P0027,3,19275.25,0.2,Wallet,Delivered,2.0,5.0,App,Arjun Mehta,2023-05-18,68.0,Male,Visakhapatnam,Andhra Pradesh,Small Business,Referral,Home & Kitchen,Cookware,Cookware Product 3,15113.5,19644.62,BluePeak Traders,2023-09-22,57825.75,11565.150000000001,46260.6,45340.5,920.0999999999985,1.9889495596684836,2026,6,2,2026-06,fast,11-20%
O000554,3,2026-06-30,C01364,P0005,1,5284.4,0.0,Cash on Delivery,Delivered,4.0,4.0,App,Priya Naidu,2026-04-15,58.0,Female,Hyderabad,Telangana,Consumer,Referral,Electronics,Smartphones,Smartphones Product 5,3122.4,5285.81,Fusion Retail Supply,2022-12-27,5284.4,0.0,5284.4,3122.4,2161.9999999999995,40.91287563394141,2026,6,2,2026-06,normal,No Discount
O003063,3,2026-05-30,C01713,P0020,1,26395.56,0.0,Credit Card,Delivered,5.0,3.0,App,Rahul Sharma,2023-11-10,19.0,Male,Pune,Maharashtra,Consumer,Organic Search,Electronics,Accessories,Accessories Product 2,17098.44,25621.16,Fusion Retail Supply,2022-02-02,26395.56,0.0,26395.56,17098.44,9297.120000000003,35.22228738469653,2026,5,2,2026-05,normal,No Discount
O001316,1,2025-02-25,C00044,P0134,1,18674.74,0.0,Cash on Delivery,Delivered,4.0,3.0,App,Diya Naidu,2024-12-17,32.0,Female,Ahmedabad,Gujarat,Consumer,Direct,Books,Fiction,Fiction Product 2,14001.37,18348.12,BluePeak Traders,2024-07-18,18674.74,0.0,18674.74,14001.37,4673.370000000001,25.025087364000786,2025,2,1,2025-02,normal,No Discount
O005624,4,2025-05-18,C01955,P0117,2,3580.88,0.25,Credit Card,Cancelled,4.273105273105273,3.3331993165142224,App,Naveen Gupta,2025-04-07,67.0,Female,Pune,Maharashtra,Consumer,Direct,Sports,Equipment,Equipment Product 3,2179.17,3529.57,BluePeak Traders,2025-10-11,7161.76,1790.44,5371.32,4358.34,1012.9799999999996,18.85905140635821,2025,5,2,2025-05,normal,21-30%
O002732,3,2026-04-14,C00052,P0060,5,17531.0,0.25,Credit Card,Delivered,4.0,3.0,Web,Lakshmi Singh,2026-05-27,36.0,Male,Pune,Maharashtra,Consumer,Direct,Fashion,Women,Women Product 6,13474.57,16896.43,Crestline,2024-11-21,87655.0,21913.75,65741.25,67372.85,-1631.6000000000058,-2.4818511969273565,2026,4,2,2026-04,normal,21-30%
O000673,4,2026-04-23,C01194,P0061,1,22915.78,0.0,UPI,Delivered,7.0,3.0,App,Meera Joshi,2025-06-13,48.0,Other,Ahmedabad,Gujarat,Consumer,Organic Search,Fashion,Footwear,Footwear Product 1,16556.03,22253.13,Delta Wholesale,2022-05-23,22915.78,0.0,22915.78,16556.03,6359.75,27.752710141221463,2026,4,2,2026-04,slow,No Discount
O001478,1,2025-04-11,C00551,P0098,2,13052.43,0.15,Cash on Delivery,Delivered,4.0,4.0,Web,Ananya Nair,2025-03-31,62.0,Female,Kolkata,West Bengal,Consumer,Email,Sports,Fitness,Fitness Product 2,9917.87,12682.59,Evergreen Distributors,2022-04-02,26104.86,3915.729,22189.131,19835.74,2353.3909999999996,10.606053026592162,2025,4,2,2025-04,normal,11-20%
O005352,1,2025-11-18,C01949,P0038,1,324.34,0.05,Credit Card,Delivered,6.0,3.0,Web,Diya Kumar,2023-05-13,41.0,Other,Jaipur,Rajasthan,Consumer,Organic Search,Home & Kitchen,Storage,Storage Product 2,240.27,332.96,Fusion Retail Supply,2023-04-27,324.34,16.217,308.123,240.27,67.85299999999998,22.021400544587706,2025,11,4,2025-11,normal,1-10%
O001376,1,2025-07-16,C00901,P0097,1,3606.49,0.1,Credit Card,Delivered,4.273105273105273,3.3331993165142224,App,Kavya Iyer,2024-02-18,41.0,Female,Vijayawada,Andhra Pradesh,Consumer,Marketplace,Sports,Fitness,Fitness Product 1,2528.73,3509.01,Aster Supply,2026-02-02,3606.49,360.649,3245.841,2528.73,717.1109999999999,22.093226378001876,2025,7,3,2025-07,normal,1-10%
O001918,1,2025-10-06,C01366,P0078,2,26310.99,0.2,Wallet,Delivered,3.0,5.0,App,Nisha Gupta,2023-05-18,64.0,Other,unknown,Rajasthan,Consumer,Paid Social,Beauty,Skin Care,Skin Care Product 6,16673.21,25903.1,Aster Supply,2023-01-17,52621.98,10524.396,42097.584,33346.42,8751.164000000004,20.787805780018168,2025,10,4,2025-10,fast,11-20%
O000522,1,2025-01-24,C01447,P0142,1,11552.97,0.1,Cash on Delivery,Returned,7.0,2.0,App,Vivaan Mehta,2025-01-21,20.0,Other,Pune,Maharashtra,Consumer,Marketplace,Books,Education,Education Product 4,7740.44,11740.41,Delta Wholesale,2024-04-24,11552.97,1155.297,10397.672999999999,7740.44,2657.2329999999993,25.556035470628856,2025,1,1,2025-01,slow,1-10%
O003561,2,2025-09-17,C01644,P0050,2,17711.06,0.15,UPI,Delivered,3.0,4.0,Web,Sandeep Patel,2023-07-27,39.0,Female,Ahmedabad,Gujarat,Consumer,Organic Search,Fashion,Men,Men Product 2,10603.6,17821.39,Delta Wholesale,2022-05-29,35422.12,5313.318,30108.802000000003,21207.2,8901.602000000003,29.564783082369072,2025,9,3,2025-09,fast,11-20%
O002209,2,2026-03-22,C00016,P0097,1,3644.77,0.2,Cash on Delivery,Delivered,4.0,4.0,Marketplace,Sai Singh,2024-02-12,37.0,Female,Vijayawada,Andhra Pradesh,Consumer,Email,Sports,Fitness,Fitness Product 1,2528.73,3509.01,Aster Supply,2026-02-02,3644.77,728.9540000000001,2915.816,2528.73,387.0859999999998,13.275391862861024,2026,3,1,2026-03,normal,11-20%
O004770,2,2026-02-06,C01245,P0058,1,13294.31,0.0,Credit Card,Delivered,3.0,3.0,Web,Vikram Gupta,2026-04-24,49.0,Male,Mumbai,Maharashtra,Corporate,Referral,Fashion,Women,Women Product 4,7684.53,13004.95,Horizon Partners,2026-06-04,13294.31,0.0,13294.31,7684.53,5609.78,42.196849629653585,2026,2,1,2026-02,fast,No Discount
O006114,1,2025-11-25,C01134,P0042,1,7174.86,0.0,Credit Card,Returned,7.0,3.0,App,Rahul Patel,2024-07-10,53.0,Female,Kolkata,West Bengal,Consumer,Paid Social,Home & Kitchen,Storage,Storage Product 6,5459.87,6964.21,Fusion Retail Supply,2024-10-06,7174.86,0.0,7174.86,5459.87,1714.9899999999998,23.902766047003006,2025,11,4,2025-11,slow,No Discount
O003744,1,2026-03-18,C01029,P0086,1,3567.97,0.1,Cash on Delivery,Delivered,5.0,3.0,App,Aditya Patel,2023-09-15,58.0,Other,Hyderabad,Telangana,Consumer,Paid Social,Beauty,Makeup,Makeup Product 2,2304.16,3670.82,Horizon Partners,2024-08-06,3567.97,356.797,3211.173,2304.16,907.0129999999999,28.24553519850846,2026,3,1,2026-03,normal,1-10%
O006395,1,2025-11-06,C00630,P0023,1,27627.99,0.15,UPI,Delivered,5.0,2.0,Web,Naveen Mehta,2026-05-25,66.0,Female,Hyderabad,Telangana,Consumer,Paid Social,Electronics,Accessories,Accessories Product 5,15814.17,26718.11,BluePeak Traders,2025-03-27,27627.99,4144.1985,23483.7915,15814.17,7669.621499999999,32.65921305765298,2025,11,4,2025-11,normal,11-20%
O005656,3,2025-10-12,C00510,P0032,1,21410.58,0.0,Credit Card,Delivered,5.0,3.0,App,Naveen Patel,2026-01-19,35.0,Male,Vijayawada,Andhra Pradesh,Consumer,Referral,Home & Kitchen,Appliances,Appliances Product 2,14402.61,20667.4,Aster Supply,2023-10-12,21410.58,0.0,21410.58,14402.61,7007.970000000001,32.73134123410016,2025,10,4,2025-10,normal,No Discount
O001593,1,2025-10-29,C00462,P0017,2,3350.3,0.25,Wallet,Delivered,4.0,3.0,App,Arjun Kumar,2025-04-18,49.0,Other,Chennai,Tamil Nadu,Consumer,Organic Search,Electronics,Audio,Audio Product 5,1947.71,3253.57,BluePeak Traders,2024-10-30,6700.6,1675.15,5025.450000000001,3895.42,1130.0300000000007,22.48614551930674,2025,10,4,2025-10,normal,21-30%
O003538,1,2025-10-29,C00636,P0126,4,2127.81,0.05,UPI,Delivered,4.0,3.0,Web,Kiran Gupta,2023-03-28,51.0,Other,Hyderabad,Telangana,Consumer,Direct,Books,Technology,Technology Product 6,1731.0,2064.99,Galaxy Imports,2025-02-17,8511.24,425.562,8085.678,6924.0,1161.6779999999999,14.367106877122735,2025,10,4,2025-10,normal,1-10%
O004364,4,2026-04-23,C00444,P0033,2,647.52,0.1,UPI,Delivered,4.0,3.0,App,Vikram Sharma,2023-07-04,54.0,Other,Bengaluru,Karnataka,Corporate,Referral,Home & Kitchen,Appliances,Appliances Product 3,407.09,624.41,BluePeak Traders,2022-11-03,1295.04,129.504,1165.536,814.18,351.3560000000001,30.145443812975326,2026,4,2,2026-04,normal,1-10%
O001006,1,2026-02-28,C01022,P0117,1,3404.81,0.05,Wallet,Returned,3.0,4.0,Web,Naveen Nair,2026-05-31,60.0,Male,Delhi,Delhi,Consumer,Direct,Sports,Equipment,Equipment Product 3,2179.17,3529.57,BluePeak Traders,2025-10-11,3404.81,170.2405,3234.5695,2179.17,1055.3995,32.628747040371216,2026,2,1,2026-02,fast,1-10%
O000649,1,2025-10-30,C01354,P0105,1,25613.72,0.15,Credit Card,Delivered,3.0,4.0,App,Diya Singh,2025-05-23,51.0,Male,Jaipur,Rajasthan,Consumer,Paid Social,Sports,Outdoor,Outdoor Product 3,16615.1,25718.21,Fusion Retail Supply,2025-03-18,25613.72,3842.058,21771.662,16615.1,5156.562000000002,23.684742120284625,2025,10,4,2025-10,fast,11-20%
O000302,1,2025-04-13,C01155,P0056,2,10512.72,0.65,UPI,Delivered,5.0,3.0,Marketplace,Lakshmi Patel,2023-11-01,22.0,Male,Visakhapatnam,Andhra Pradesh,Consumer,Marketplace,Fashion,Women,Women Product 2,7018.56,10762.11,Horizon Partners,2026-01-07,21025.44,13666.536,7358.903999999999,14037.12,-6678.216000000002,-90.75014431496868,2025,4,2,2025-04,normal,>30%
O005207,1,2025-10-22,C01527,P0035,1,17906.88,0.3,Cash on Delivery,Cancelled,4.273105273105273,3.3331993165142224,App,Arjun Naidu,2025-06-19,67.0,Male,Mumbai,Maharashtra,Consumer,Direct,Home & Kitchen,Appliances,Appliances Product 5,14000.85,17936.14,BluePeak Traders,2024-02-24,17906.88,5372.064,12534.816,14000.85,-1466.0339999999997,-11.695696211256708,2025,10,4,2025-10,normal,21-30%
O001725,1,2025-01-21,C01500,P0016,1,19757.85,0.25,Cash on Delivery,Returned,4.0,4.0,App,Arjun Das,2025-06-20,35.0,Female,Delhi,Delhi,Consumer,Referral,Electronics,Audio,Audio Product 4,15645.82,20444.3,Fusion Retail Supply,2024-12-20,19757.85,4939.4625,14818.387499999999,15645.82,-827.4325000000008,-5.583822801232596,2025,1,1,2025-01,normal,21-30%
O003433,1,2025-03-01,C01255,P0025,1,3843.33,0.2,Wallet,Delivered,3.0,3.0,App,Arjun Patel,2023-01-07,36.0,Other,Vijayawada,Andhra Pradesh,Small Business,Email,Home & Kitchen,Cookware,Cookware Product 1,3066.89,3967.07,Fusion Retail Supply,2025-12-14,3843.33,768.666,3074.6639999999998,3066.89,7.773999999999887,0.25284063559465,2025,3,1,2025-03,fast,11-20%
O001756,1,2025-09-28,C01297,P0142,1,11300.26,0.15,Cash on Delivery,Delivered,6.0,3.0,Web,Lakshmi Naidu,2026-05-27,65.0,Female,Hyderabad,Telangana,Small Business,Referral,Books,Education,Education Product 4,7740.44,11740.41,Delta Wholesale,2024-04-24,11300.26,1695.039,9605.221,7740.44,1864.781,19.414243566077243,2025,9,3,2025-09,normal,11-20%
O000553,2,2025-05-31,C01727,P0068,1,9013.39,0.1,Debit Card,Delivered,4.0,3.0,Web,Diya Naidu,2025-04-11,22.0,Female,Chennai,Tamil Nadu,Consumer,Organic Search,Fashion,Bags,Bags Product 2,6288.73,9329.54,Horizon Partners,2026-04-20,9013.39,901.3389999999999,8112.0509999999995,6288.73,1823.321,22.47669547442441,2025,5,2,2025-05,normal,1-10%
O005128,1,2026-03-26,C01384,P0049,1,1415.76,0.05,Cash on Delivery,Delivered,4.0,4.0,Marketplace,Meera Das,2025-03-17,33.0,Other,Jaipur,Rajasthan,Corporate,Marketplace,Fashion,Men,Men Product 1,886.6,1451.3,Delta Wholesale,2024-02-02,1415.76,70.788,1344.972,886.6,458.37199999999996,34.08041208292812,2026,3,1,2026-03,normal,1-10%
O000218,1,2025-04-03,C00192,P0128,1,14596.03,0.2,UPI,Delivered,4.0,4.0,App,Sneha Iyer,2025-01-23,59.0,Other,Hyderabad,Telangana,Consumer,Marketplace,Books,Business,Business Product 2,10426.56,14244.6,Crestline,2022-10-03,14596.03,2919.206,11676.824,10426.56,1250.264000000001,10.707226554069848,2025,4,2,2025-04,normal,11-20%
O002500,1,2025-08-08,C00881,P0106,1,2508.98,0.2,Credit Card,Delivered,6.0,2.0,App,Priya Sharma,2023-01-12,61.0,Female,Pune,Maharashtra,Consumer,Marketplace,Sports,Outdoor,Outdoor Product 4,2077.52,2530.11,Delta Wholesale,2022-11-30,2508.98,501.79600000000005,2007.184,2077.52,-70.33600000000001,-3.5042128673803705,2025,8,3,2025-08,normal,11-20%
