customer_id,customer_name,signup_date,age,gender,city,state,segment,acquisition_channel
C00297,Diya Joshi,2024-10-15,48,Other,Mumbai,Maharashtra,Consumer,Email
C00298,Meera Sharma,2025-03-15,38,Other,Mumbai,Maharashtra,Consumer,Email
C00299,Pooja Rao,2025-08-03,61,Male,Chennai,Tamil Nadu,Corporate,Direct
C00300,Lakshmi Kumar,2023-10-13,68,Female,Bengaluru,Karnataka,Consumer,Paid Social
C00301,Nisha Mehta,2026-05-09,45,Male,Visakhapatnam,Andhra Pradesh,Consumer,Direct
C00302,Harsha Verma,2026-01-04,52,Female,Kolkata,West Bengal,Consumer,Paid Social
C00303,Naveen Verma,2023-04-01,60,Other,Vijayawada,Andhra Pradesh,Consumer,Referral
C00304,Neha Gupta,2025-11-11,,Other,Kolkata,West Bengal,Consumer,Email
C00305,Pooja Gupta,2026-04-20,46,Female,Mumbai,Maharashtra,Consumer,Organic Search
C00306,Arjun Naidu,2023-06-25,24,Other,Ahmedabad,Gujarat,Consumer,Referral
C00307,Nisha Sharma,2024-12-14,47,Male,Delhi,Delhi,Corporate,Marketplace
C00308,Aarav Naidu,2023-08-24,22,Male,Delhi,Delhi,Consumer,Direct
C00309,Ishita Gupta,2023-11-24,65,Male,Chennai,Tamil Nadu,Small Business,Paid Social
C00310,Priya Reddy,2025-06-04,58,Other,Kolkata,West Bengal,Consumer,Paid Social
C00311,Rahul Kumar,2024-03-15,55,Other,,Gujarat,Corporate,Organic Search
C00312,Ishita Rao,2025-01-19,24,Male,Kochi,Kerala,Consumer,Direct
C00313,Harsha Iyer,2025-03-06,51,Other,Ahmedabad,Gujarat,Consumer,Referral
C00314,Harsha Mehta,2024-09-01,57,Female,Ahmedabad,Gujarat,Consumer,Referral
C00315,Vikram Iyer,2023-10-17,33,Male,Bengaluru,Karnataka,Consumer,Email
C00316,Sandeep Patel,2023-12-21,45,Male,Kolkata,West Bengal,Consumer,Paid Social
C00317,Nisha Patel,2023-01-20,46,Female,Delhi,Delhi,Corporate,Email
C00318,Pooja Naidu,2025-05-01,59,Male,Jaipur,Rajasthan,Consumer,Organic Search
C00319,Ananya Rao,2023-03-08,19,Other,Kochi,Kerala,Consumer,Marketplace
C00320,Arjun Mehta,2025-11-12,65,Female,Kochi,Kerala,Consumer,Email
C00321,Sandeep Rao,2025-06-22,52,Male,Delhi,Delhi,Consumer,Direct
C00322,Meera Naidu,2024-06-22,37,Female,Mumbai,Maharashtra,Consumer,Organic Search
C00323,Pooja Mehta,2024-12-19,31,Other,Mumbai,Maharashtra,Consumer,Email
C00324,Naveen Singh,2023-05-02,68,Other,Chennai,Tamil Nadu,Consumer,Email
C00325,Ananya Naidu,2026-03-18,38,Other,Chennai,Tamil Nadu,Small Business,Direct
C00326,Ananya Naidu,2023-05-02,26,Other,Bengaluru,Karnataka,Consumer,Paid Social
C00327,Nisha Patel,2025-03-15,27,Other,Mumbai,Maharashtra,Consumer,Direct
C00328,Priya Gupta,2023-07-10,42,Other,Kolkata,West Bengal,Consumer,Referral
C00329,Neha Nair,2023-07-10,49,Other,,Gujarat,Consumer,Referral
C00330,Rahul Nair,2025-05-29,68,Male,Bengaluru,Karnataka,Consumer,Referral
C00331,Ishita Verma,2025-09-20,53,Female,Delhi,Delhi,Consumer,Direct
C00332,Kavya Reddy,2025-06-22,19,Male,Ahmedabad,Gujarat,Consumer,Direct
C00333,Aditya Verma,2024-07-15,59,Male,Chennai,Tamil Nadu,Consumer,Referral
C00334,Neha Joshi,2024-09-17,59,Female,Vijayawada,Andhra Pradesh,Consumer,Organic Search
C00335,Naveen Rao,2023-09-29,,Other,Visakhapatnam,Andhra Pradesh,Consumer,Organic Search
C00336,Pooja Patel,2025-05-14,62,Male,Hyderabad,Telangana,Consumer,Marketplace
C00337,Diya Patel,2025-01-22,64,Male,Bengaluru,Karnataka,Corporate,Paid Social
C00338,Harsha Verma,2023-01-18,61,Female,Vijayawada,Andhra Pradesh,Consumer,Direct
C00339,Divya Nair,2026-06-15,58,Female,Mumbai,Maharashtra,Consumer,Organic Search
C00340,Sneha Singh,2024-12-20,66,Female,Chennai,Tamil Nadu,Consumer,Direct
C00341,Diya Das,2026-05-29,33,Other,Bengaluru,Karnataka,Consumer,Direct
C00342,Diya Verma,2025-03-13,31,Female,Pune,Maharashtra,Corporate,Paid Social
C00343,Aditya Gupta,2026-05-01,42,Female,Ahmedabad,Gujarat,Small Business,Referral
C00344,Sandeep Verma,2025-01-18,42,Female,Chennai,Tamil Nadu,Corporate,Organic Search
C00345,Vivaan Das,2023-03-23,55,Male,Hyderabad,Telangana,Consumer,Direct
C00346,Aditya Verma,2025-04-03,50,Other,Visakhapatnam,Andhra Pradesh,Consumer,Paid Social
C00347,Sai Gupta,2024-02-21,23,Male,Pune,Maharashtra,Consumer,Direct
C00348,Neha Naidu,2025-06-14,61,Female,Vijayawada,Andhra Pradesh,Consumer,Organic Search
C00349,Divya Joshi,2024-09-25,25,Other,Kolkata,West Bengal,Corporate,Organic Search
C00350,Meera Gupta,2025-10-13,63,Other,,Telangana,Corporate,Direct
C00351,Neha Sharma,2024-07-04,28,Female,Pune,Maharashtra,Consumer,Marketplace
C00352,Lakshmi Sharma,2026-03-26,51,Male,Pune,Maharashtra,Consumer,Referral
C00353,Ananya Das,2023-11-19,49,Female,Hyderabad,Telangana,Small Business,Direct
C00354,Aarav Rao,2023-04-01,25,Female,Visakhapatnam,Andhra Pradesh,Consumer,Marketplace
C00355,Pooja Joshi,2026-02-06,29,Other,Chennai,Tamil Nadu,Consumer,Referral
C00356,Naveen Singh,2023-06-09,44,Female,Mumbai,Maharashtra,Consumer,Organic Search
C00357,Aditya Nair,2025-04-01,32,Male,Chennai,Tamil Nadu,Corporate,Referral
C00358,Diya Mehta,2024-02-15,23,Male,,Delhi,Corporate,Paid Social
C00359,Neha Gupta,2024-02-05,41,Female,Ahmedabad,Gujarat,Consumer,Marketplace
C00360,Ishita Reddy,2023-01-20,32,Other,Hyderabad,Telangana,Consumer,Direct
C00361,Sneha Nair,2024-05-02,37,Female,Visakhapatnam,Andhra Pradesh,Small Business,Paid Social
C00362,Sneha Joshi,2025-11-30,35,Male,Visakhapatnam,Andhra Pradesh,Consumer,Direct
C00363,Aditya Mehta,2025-03-18,55,Other,Bengaluru,Karnataka,Consumer,Direct
C00364,Pooja Naidu,2025-03-15,33,Other,Chennai,Tamil Nadu,Consumer,Marketplace
C00365,Arjun Patel,2026-04-12,32,Female,Pune,Maharashtra,Consumer,Marketplace
C00366,Kavya Kumar,2024-03-01,44,Male,Delhi,Delhi,Consumer,Organic Search
C00367,Vivaan Rao,2026-05-20,28,Male,Bengaluru,Karnataka,Consumer,Direct
C00368,Ananya Naidu,2024-09-04,40,Female,Mumbai,Maharashtra,Consumer,Marketplace
C00369,Arjun Das,2025-08-04,53,Female,Ahmedabad,Gujarat,Consumer,Organic Search
C00370,Naveen Mehta,2023-06-22,26,Male,Mumbai,Maharashtra,Small Business,Organic Search
C00371,Aditya Naidu,2023-09-21,22,Male,Hyderabad,Telangana,Consumer,Marketplace
C00372,Nisha Reddy,2025-03-19,28,Male,Hyderabad,Telangana,Consumer,Paid Social
C00373,Sai Reddy,2025-07-02,31,Other,Delhi,Delhi,Consumer,Paid Social
C00374,Vivaan Sharma,2025-09-08,36,Male,Vijayawada,Andhra Pradesh,Consumer,Marketplace
C00375,Aarav Iyer,2026-01-18,59,Other,Mumbai,Maharashtra,Consumer,Email
C00376,Ananya Patel,2025-03-06,40,Female,Ahmedabad,Gujarat,Consumer,Paid Social
C00377,Vikram Singh,2025-08-24,67,Other,Hyderabad,Telangana,Small Business,Paid Social
C00378,Kiran Mehta,2023-04-25,33,Male,Bengaluru,Karnataka,Consumer,Paid Social
C00379,Naveen Reddy,2025-01-04,33,Other,Chennai,Tamil Nadu,Corporate,Email
C00380,Sandeep Kumar,2025-10-05,27,Female,Kochi,Kerala,Consumer,Organic Search
C00381,Aarav Singh,2025-09-05,32,Other,Hyderabad,Telangana,Consumer,Paid Social
C00382,Vivaan Reddy,2024-10-24,63,Female,Delhi,Delhi,Consumer,Paid Social
C00383,Pooja Verma,2025-02-04,51,Male,Bengaluru,Karnataka,Consumer,Referral
C00384,Lakshmi Nair,2025-06-13,38,Other,Pune,Maharashtra,Consumer,Direct
C00385,Kiran Verma,2024-12-31,62,Other,Jaipur,Rajasthan,Corporate,Marketplace
C00386,Pooja Mehta,2023-01-04,64,Male,Pune,Maharashtra,Corporate,Email
C00387,Kiran Verma,2026-06-06,29,Other,Hyderabad,Telangana,Consumer,Marketplace
C00388,Rohan Verma,2024-10-16,39,Female,Chennai,Tamil Nadu,Corporate,Direct
C00389,Rahul Rao,2024-06-27,64,Other,Vijayawada,Andhra Pradesh,Consumer,Referral
C00390,Rohan Iyer,2025-05-09,,Male,Bengaluru,Karnataka,Small Business,Referral
C00391,Lakshmi Das,2026-03-29,42,Other,Jaipur,Rajasthan,Consumer,Marketplace
C00392,Aditya Singh,2023-08-03,20,Female,Bengaluru,Karnataka,Small Business,Paid Social
C00393,Ishita Mehta,2023-07-10,22,Other,Visakhapatnam,Andhra Pradesh,Small Business,Direct
C00394,Rohan Reddy,2025-06-08,45,Female,Hyderabad,Telangana,Consumer,Paid Social
C00395,Ananya Verma,2026-01-11,62,Male,Kolkata,West Bengal,Consumer,Organic Search
C00396,Vivaan Singh,2023-11-11,43,Female,Hyderabad,Telangana,Consumer,Referral
C00397,Rahul Patel,2023-02-22,58,Other,Vijayawada,Andhra Pradesh,Consumer,Organic Search
C00398,Divya Kumar,2025-09-28,25,Female,Ahmedabad,Gujarat,Consumer,Marketplace
C00399,Vivaan Kumar,2025-07-01,41,Male,Chennai,Tamil Nadu,Consumer,Paid Social
C00400,Aditya Verma,2023-07-18,54,Male,Pune,Maharashtra,Corporate,Marketplace
C00401,Sneha Gupta,2025-12-06,32,Other,Kochi,Kerala,Small Business,Marketplace
C00402,Vikram Mehta,2023-03-13,33,Other,Kochi,Kerala,Corporate,Direct
C00403,Rohan Rao,2023-12-21,27,Female,Kochi,Kerala,Consumer,Marketplace
C00404,Harsha Kumar,2023-10-30,61,Male,Bengaluru,Karnataka,Small Business,Organic Search
C00405,Vikram Nair,2024-07-19,42,Female,Bengaluru,Karnataka,Corporate,Email
C00406,Sai Mehta,2023-11-03,51,Other,Kochi,Kerala,Consumer,Organic Search
C00407,Meera Iyer,2026-01-01,54,Male,Bengaluru,Karnataka,Consumer,Marketplace
C00408,Sai Mehta,2025-04-05,56,Other,Kochi,Kerala,Consumer,Marketplace
C00409,Vivaan Joshi,2024-05-01,43,Male,Hyderabad,Telangana,Small Business,Referral
C00410,Nisha Naidu,2024-07-28,39,Other,Hyderabad,Telangana,Consumer,Paid Social
C00411,Ananya Joshi,2024-10-19,37,Male,Chennai,Tamil Nadu,Consumer,Organic Search
C00412,Vikram Naidu,2025-09-19,46,Male,Mumbai,Maharashtra,Corporate,Email
C00413,Vikram Mehta,2023-10-05,22,Female,Chennai,Tamil Nadu,Consumer,Paid Social
C00414,Pooja Rao,2025-01-08,33,Male,Hyderabad,Telangana,Consumer,Marketplace
C00415,Kiran Singh,2023-03-04,43,Male,Jaipur,Rajasthan,Consumer,Paid Social
C00416,Neha Naidu,2024-06-13,55,Other,Ahmedabad,Gujarat,Consumer,Organic Search
C00417,Kiran Verma,2024-03-14,21,Female,Kolkata,West Bengal,Consumer,Referral
C00418,Nisha Patel,2023-01-19,44,Other,Vijayawada,Andhra Pradesh,Consumer,Organic Search
C00419,Sneha Iyer,2024-07-17,34,Male,Mumbai,Maharashtra,Consumer,Paid Social
C00420,Naveen Sharma,2025-03-24,37,Female,Ahmedabad,Gujarat,Consumer,Direct
C00421,Divya Sharma,2024-09-03,53,Male,Delhi,Delhi,Consumer,Referral
C00422,Rahul Patel,2024-09-03,38,Other,Vijayawada,Andhra Pradesh,Corporate,Organic Search
C00423,Lakshmi Nair,2023-02-22,43,Male,Kochi,Kerala,Consumer,Marketplace
C00424,Rahul Singh,2026-03-17,42,Other,Kolkata,West Bengal,Corporate,Direct
C00425,Vikram Kumar,2025-01-04,58,Female,Jaipur,Rajasthan,Corporate,Email
C00426,Neha Das,2024-06-13,36,Other,Chennai,Tamil Nadu,Corporate,Paid Social
C00427,Neha Naidu,2024-04-02,39,Male,Vijayawada,Andhra Pradesh,Consumer,Referral
C00428,Nisha Reddy,2023-08-30,34,Other,Delhi,Delhi,Consumer,Email
C00429,Vikram Kumar,2025-02-20,48,Male,Bengaluru,Karnataka,Consumer,Paid Social
C00430,Sai Singh,2025-07-26,30,Other,Chennai,Tamil Nadu,Consumer,Organic Search
C00431,Aarav Nair,2023-04-29,39,Male,Ahmedabad,Gujarat,Consumer,Paid Social
C00432,Sai Mehta,2023-06-30,66,Male,Kochi,Kerala,Consumer,Marketplace
C00433,Neha Singh,2024-02-13,48,Female,Kolkata,West Bengal,Small Business,Email
C00434,Kiran Joshi,2024-05-24,19,Male,Mumbai,Maharashtra,Consumer,Organic Search
C00435,Diya Kumar,2023-04-04,50,Male,Kolkata,West Bengal,Corporate,Email
C00436,Ishita Nair,2023-10-02,39,Male,Jaipur,Rajasthan,Corporate,Paid Social
C00437,Rahul Joshi,2023-09-26,19,Female,Kolkata,West Bengal,Consumer,Paid Social
C00438,Lakshmi Kumar,2025-02-07,41,Other,Bengaluru,Karnataka,Consumer,Email
C00439,Pooja Sharma,2023-04-09,60,Male,Hyderabad,Telangana,Consumer,Organic Search
C00440,Diya Iyer,2023-01-20,34,Other,Jaipur,Rajasthan,Consumer,Email
C00441,Vikram Joshi,2023-08-03,57,Other,Pune,Maharashtra,Consumer,Organic Search
C00442,Vikram Rao,2024-06-22,49,Male,Bengaluru,Karnataka,Corporate,Referral
C00443,Ishita Rao,2025-09-11,20,Female,Chennai,Tamil Nadu,Consumer,Organic Search
C00444,Vikram Sharma,2023-07-04,54,Other,Bengaluru,Karnataka,Corporate,Referral
C00445,Kavya Reddy,2024-06-24,32,Female,Vijayawada,Andhra Pradesh,Corporate,Organic Search
C00446,Arjun Naidu,2023-08-26,41,Female,Pune,Maharashtra,Consumer,Paid Social
C00447,Harsha Kumar,2025-06-15,59,Other,Vijayawada,Andhra Pradesh,Consumer,Referral
C00448,Priya Joshi,2024-07-10,25,Male,Chennai,Tamil Nadu,Corporate,Direct
C00449,Arjun Iyer,2023-11-23,25,Other,Chennai,Tamil Nadu,Consumer,Email
C00450,Harsha Reddy,2025-01-04,46,Other,Vijayawada,Andhra Pradesh,Small Business,Direct
C00451,Kavya Reddy,2025-04-22,48,Female,Chennai,Tamil Nadu,Consumer,Referral
C00452,Neha Mehta,2026-03-26,63,Female,Hyderabad,Telangana,Small Business,Direct
C00453,Sneha Verma,2023-07-15,51,Other,Delhi,Delhi,Consumer,Referral
C00454,Harsha Reddy,2026-02-17,61,Female,Vijayawada,Andhra Pradesh,Consumer,Paid Social
C00455,Nisha Singh,2023-06-03,48,Female,Jaipur,Rajasthan,Consumer,Referral
C00456,Kiran Sharma,2025-04-05,50,Male,Hyderabad,Telangana,Consumer,Email
C00457,Nisha Joshi,2023-09-01,23,Other,Ahmedabad,Gujarat,Consumer,Marketplace
C00458,Harsha Mehta,2023-07-06,20,Other,,West Bengal,Consumer,Email
C00459,Meera Naidu,2024-11-29,31,Female,Jaipur,Rajasthan,Corporate,Marketplace
C00460,Pooja Nair,2025-01-14,53,Female,Delhi,Delhi,Consumer,Direct
C00461,Sandeep Gupta,2024-08-20,18,Male,Mumbai,Maharashtra,Corporate,Organic Search
C00462,Arjun Kumar,2025-04-18,49,Other,Chennai,Tamil Nadu,Consumer,Organic Search
C00463,Arjun Das,2024-11-23,31,Male,Kolkata,West Bengal,Consumer,Direct
C00464,Divya Mehta,2025-07-25,55,Other,Vijayawada,Andhra Pradesh,Consumer,Marketplace
C00465,Naveen Nair,2025-06-05,51,Other,Hyderabad,Telangana,Corporate,Paid Social
C00466,Priya Verma,2023-08-01,55,Other,Visakhapatnam,Andhra Pradesh,Consumer,Referral
C00467,Ananya Iyer,2024-05-23,42,Male,Jaipur,Rajasthan,Small Business,Marketplace
C00468,Diya Naidu,2025-11-15,26,Other,Chennai,Tamil Nadu,Consumer,Referral
C00469,Rahul Mehta,2024-02-16,65,Other,Visakhapatnam,Andhra Pradesh,Consumer,Referral
C00470,Vikram Gupta,2023-12-31,26,Other,Vijayawada,Andhra Pradesh,Consumer,Direct
C00471,Divya Joshi,2026-03-14,66,Male,Bengaluru,Karnataka,Consumer,Email
C00472,Priya Patel,2023-02-21,45,Female,Pune,Maharashtra,Consumer,Paid Social
C00473,Sai Naidu,2024-05-28,66,Female,Pune,Maharashtra,Consumer,Referral
C00474,Arjun Mehta,2025-07-15,66,Other,Mumbai,Maharashtra,Corporate,Paid Social
C00475,Pooja Verma,2024-08-12,59,Female,Visakhapatnam,Andhra Pradesh,Small Business,Marketplace
C00476,Vivaan Reddy,2026-02-04,68,Other,Kolkata,West Bengal,Consumer,Email
C00477,Naveen Gupta,2025-01-23,32,Other,Ahmedabad,Gujarat,Consumer,Direct
C00478,Rohan Patel,2023-06-02,36,Other,Mumbai,Maharashtra,Consumer,Marketplace
C00479,Naveen Naidu,2023-11-26,45,Male,Hyderabad,Telangana,Consumer,Marketplace
C00480,Vivaan Das,2026-05-07,27,Other,Visakhapatnam,Andhra Pradesh,Consumer,Direct
C00481,Pooja Singh,2023-05-30,49,Other,Pune,Maharashtra,Consumer,Paid Social
C00482,Sandeep Iyer,2026-01-17,22,Female,Jaipur,Rajasthan,Consumer,Paid Social
C00483,Vikram Nair,2026-06-20,39,Other,Vijayawada,Andhra Pradesh,Corporate,Direct
C00484,Harsha Rao,2026-06-10,25,Female,Hyderabad,Telangana,Consumer,Referral
C00485,Neha Kumar,2026-01-11,68,Female,Kolkata,West Bengal,Small Business,Referral
C00486,Ishita Gupta,2024-01-30,50,Female,Jaipur,Rajasthan,Small Business,Paid Social
C00487,Divya Iyer,2024-03-12,,Female,Jaipur,Rajasthan,Consumer,Direct
C00488,Neha Verma,2023-05-28,67,Female,Visakhapatnam,Andhra Pradesh,Consumer,Direct
C00489,Sandeep Sharma,2024-05-30,20,Other,Delhi,Delhi,Corporate,Referral
C00490,Aarav Iyer,2024-10-09,42,Other,Kolkata,West Bengal,Consumer,Organic Search
C00491,Vivaan Joshi,2026-04-14,64,Female,Vijayawada,Andhra Pradesh,Consumer,Email
C00492,Diya Das,2023-06-27,36,Male,Bengaluru,Karnataka,Consumer,Direct
C00493,Sandeep Kumar,2025-03-11,48,Other,Hyderabad,Telangana,Consumer,Direct
C00494,Sandeep Patel,2026-02-07,59,Female,Visakhapatnam,Andhra Pradesh,Consumer,Email
C00495,Rahul Joshi,2024-09-16,43,Other,Kochi,Kerala,Small Business,Referral
C00496,Rohan Patel,2023-10-19,44,Female,Mumbai,Maharashtra,Consumer,Referral
C00497,Sandeep Nair,2023-04-22,25,Other,Mumbai,Maharashtra,Consumer,Referral
C00498,Nisha Singh,2026-04-04,22,Male,Vijayawada,Andhra Pradesh,Consumer,Direct
C00499,Ishita Nair,2024-02-01,24,Male,Mumbai,Maharashtra,Consumer,Direct
C00500,Ishita Iyer,2025-01-16,62,Female,Pune,Maharashtra,Consumer,Paid Social
C00501,Sai Verma,2025-01-06,63,Other,Mumbai,Maharashtra,Consumer,Marketplace
C00502,Arjun Patel,2026-02-03,46,Other,Ahmedabad,Gujarat,Consumer,Referral
C00503,Neha Sharma,2023-06-06,52,Female,Chennai,Tamil Nadu,Corporate,Direct
C00504,Vivaan Gupta,2024-03-11,55,Male,Hyderabad,Telangana,Consumer,Email
C00505,Naveen Joshi,2024-04-02,59,Male,Ahmedabad,Gujarat,Consumer,Email
C00506,Harsha Verma,2024-05-04,23,Female,Jaipur,Rajasthan,Corporate,Paid Social
C00507,Neha Joshi,2023-10-27,28,Male,Ahmedabad,Gujarat,Small Business,Organic Search
C00508,Kiran Reddy,2025-01-26,66,Other,Mumbai,Maharashtra,Consumer,Referral
C00509,Lakshmi Singh,2023-03-23,48,Female,Kolkata,West Bengal,Corporate,Email
C00510,Naveen Patel,2026-01-19,35,Male,Vijayawada,Andhra Pradesh,Consumer,Referral
C00511,Priya Rao,2024-05-30,59,Other,Kochi,Kerala,Consumer,Referral
C00512,Sai Nair,2025-10-24,68,Female,Ahmedabad,Gujarat,Consumer,Email
C00513,Harsha Joshi,2025-01-11,35,Female,Vijayawada,Andhra Pradesh,Consumer,Marketplace
C00514,Rahul Mehta,2025-09-08,64,Female,Delhi,Delhi,Consumer,Marketplace
C00515,Sai Verma,2023-11-26,33,Other,Hyderabad,Telangana,Consumer,Email
C00516,Priya Mehta,2025-11-24,21,Other,Chennai,Tamil Nadu,Consumer,Direct
C00517,Kavya Mehta,2024-03-19,60,Male,Visakhapatnam,Andhra Pradesh,Small Business,Paid Social
C00518,Harsha Verma,2024-01-08,44,Other,Mumbai,Maharashtra,Consumer,Direct
C00519,Kiran Iyer,2023-05-21,39,Male,Vijayawada,Andhra Pradesh,Consumer,Organic Search
C00520,Sai Mehta,2025-05-09,51,Female,Mumbai,Maharashtra,Consumer,Email
C00521,Aditya Nair,2023-08-29,20,Other,Kochi,Kerala,Consumer,Email
C00522,Vikram Iyer,2025-06-02,18,Male,Jaipur,Rajasthan,Small Business,Direct
C00523,Meera Mehta,2025-02-19,45,Other,Jaipur,Rajasthan,Small Business,Direct
C00524,Aditya Kumar,2024-04-21,24,Other,Kochi,Kerala,Small Business,Marketplace
C00525,Naveen Gupta,2023-01-15,,Female,Pune,Maharashtra,Consumer,Marketplace
C00526,Arjun Patel,2025-01-11,31,Male,Vijayawada,Andhra Pradesh,Consumer,Referral
C00527,Divya Iyer,2024-07-18,52,Female,Pune,Maharashtra,Consumer,Email
C00528,Diya Mehta,2024-06-03,29,Male,Ahmedabad,Gujarat,Corporate,Marketplace
C00529,Kavya Das,2024-04-15,26,Other,Visakhapatnam,Andhra Pradesh,Small Business,Organic Search
C00530,Harsha Joshi,2026-02-01,50,Other,Mumbai,Maharashtra,Corporate,Paid Social
C00531,Nisha Mehta,2023-10-25,,Male,Kolkata,West Bengal,Consumer,Referral
C00532,Priya Mehta,2025-02-26,41,Other,Mumbai,Maharashtra,Consumer,Direct
C00533,Kavya Reddy,2025-10-09,21,Female,Kochi,Kerala,Corporate,Email
C00534,Pooja Rao,2025-11-22,30,Other,Pune,Maharashtra,Consumer,Organic Search
C00535,Ananya Das,2023-06-27,33,Male,Delhi,Delhi,Consumer,Marketplace
C00536,Aditya Gupta,2023-05-21,55,Male,,West Bengal,Corporate,Email
C00537,Harsha Rao,2024-04-08,40,Male,Kochi,Kerala,Small Business,Email
C00538,Aditya Gupta,2026-02-18,34,Male,Hyderabad,Telangana,Consumer,Organic Search
C00539,Ananya Joshi,2026-03-23,34,Male,Jaipur,Rajasthan,Small Business,Email
C00540,Divya Nair,2025-07-28,67,Other,Ahmedabad,Gujarat,Small Business,Marketplace
C00541,Divya Joshi,2024-03-27,34,Female,Bengaluru,Karnataka,Corporate,Marketplace
C00542,Kiran Kumar,2024-06-23,51,Female,Delhi,Delhi,Consumer,Direct
C00543,Meera Rao,2024-10-04,22,Other,Delhi,Delhi,Consumer,Direct
C00544,Ananya Rao,2024-05-10,30,Female,Vijayawada,Andhra Pradesh,Consumer,Paid Social
C00545,Divya Verma,2023-06-10,40,Male,Kochi,Kerala,Consumer,Email
C00546,Ananya Nair,2026-03-22,48,Female,Hyderabad,Telangana,Small Business,Email
C00547,Vikram Das,2023-04-21,43,Male,Pune,Maharashtra,Consumer,Email
C00548,Kavya Sharma,2023-12-24,50,Other,Hyderabad,Telangana,Consumer,Referral
C00549,Arjun Singh,2026-04-04,,Male,Visakhapatnam,Andhra Pradesh,Consumer,Referral
C00550,Ishita Singh,2026-06-09,53,Female,Chennai,Tamil Nadu,Consumer,Paid Social
C00551,Ananya Nair,2025-03-31,62,Female,Kolkata,West Bengal,Consumer,Email
C00552,Sandeep Iyer,2024-04-27,32,Male,Vijayawada,Andhra Pradesh,Consumer,Direct
C00553,Sai Naidu,2025-10-20,48,Other,Chennai,Tamil Nadu,Consumer,Direct
C00554,Vivaan Iyer,2026-03-08,68,Female,Delhi,Delhi,Consumer,Organic Search
C00555,Neha Singh,2025-07-10,34,Male,Mumbai,Maharashtra,Consumer,Email
C00556,Divya Mehta,2024-12-20,34,Female,Jaipur,Rajasthan,Consumer,Direct
C00557,Ishita Verma,2024-12-28,52,Other,Vijayawada,Andhra Pradesh,Consumer,Direct
C00558,Rohan Verma,2023-10-24,23,Male,Ahmedabad,Gujarat,Consumer,Email
C00559,Ishita Rao,2023-11-28,43,Male,Kochi,Kerala,Consumer,Referral
C00560,Meera Joshi,2025-06-30,35,Other,Visakhapatnam,Andhra Pradesh,Consumer,Marketplace
C00561,Divya Kumar,2024-04-25,28,Other,Kolkata,West Bengal,Corporate,Organic Search
C00562,Sandeep Reddy,2025-08-27,28,Female,Mumbai,Maharashtra,Corporate,Email
C00563,Diya Rao,2025-03-09,24,Female,Bengaluru,Karnataka,Corporate,Marketplace
C00564,Vivaan Verma,2023-02-28,26,Male,Vijayawada,Andhra Pradesh,Small Business,Referral
C00565,Sandeep Nair,2024-07-11,47,Female,Ahmedabad,Gujarat,Small Business,Direct
C00566,Sneha Gupta,2026-03-01,29,Other,Jaipur,Rajasthan,Consumer,Referral
C00567,Diya Singh,2025-06-23,48,Male,Delhi,Delhi,Consumer,Referral
C00568,Meera Kumar,2023-10-07,18,Male,Hyderabad,Telangana,Consumer,Direct
C00569,Diya Mehta,2025-05-31,66,Female,,Gujarat,Corporate,Email
C00570,Kiran Patel,2025-03-19,30,Other,Delhi,Delhi,Corporate,Marketplace
C00571,Vikram Das,2024-05-05,32,Other,Kolkata,West Bengal,Corporate,Direct
C00572,Sneha Rao,2024-07-04,36,Female,Pune,Maharashtra,Consumer,Referral
C00573,Nisha Rao,2026-06-29,58,Male,Bengaluru,Karnataka,Consumer,Organic Search
C00574,Sai Joshi,2024-07-05,19,Male,Jaipur,Rajasthan,Corporate,Paid Social
C00575,Diya Das,2025-05-10,,Male,Bengaluru,Karnataka,Small Business,Marketplace
C00576,Vivaan Kumar,2023-10-27,68,Male,Visakhapatnam,Andhra Pradesh,Consumer,Marketplace
C00577,Aarav Sharma,2025-02-20,30,Other,Chennai,Tamil Nadu,Consumer,Marketplace
C00578,Vikram Verma,2023-07-12,65,Female,Mumbai,Maharashtra,Consumer,Direct
C00579,Vikram Sharma,2026-01-30,38,Male,Pune,Maharashtra,Consumer,Referral
C00580,Arjun Rao,2024-03-22,41,Other,Mumbai,Maharashtra,Consumer,Organic Search
C00581,Aarav Reddy,2024-05-12,68,Other,Chennai,Tamil Nadu,Corporate,Marketplace
C00582,Rohan Nair,2024-05-24,56,Female,Visakhapatnam,Andhra Pradesh,Consumer,Referral
C00583,Arjun Patel,2026-01-03,21,Male,Vijayawada,Andhra Pradesh,Consumer,Email
C00584,Aarav Joshi,2024-01-31,66,Male,Vijayawada,Andhra Pradesh,Consumer,Paid Social
C00585,Sandeep Joshi,2024-08-26,20,Male,Pune,Maharashtra,Consumer,Paid Social
C00586,Sandeep Patel,2026-05-11,40,Female,Jaipur,Rajasthan,Consumer,Marketplace
C00587,Priya Joshi,2025-11-02,34,Female,Pune,Maharashtra,Small Business,Email
C00588,Divya Gupta,2023-05-10,67,Male,Delhi,Delhi,Consumer,Direct
C00589,Sneha Verma,2024-10-22,67,Male,Ahmedabad,Gujarat,Consumer,Email
C00590,Vivaan Rao,2024-01-01,22,Female,Vijayawada,Andhra Pradesh,Consumer,Organic Search
C00591,Vikram Mehta,2025-09-30,54,Other,Hyderabad,Telangana,Consumer,Organic Search
